firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
HSBC-Holdings,room for growth opportunities diverse colleagues,micromanagement overly sales focused lacks work life balance,Positive,5,2.0,3.0,5.0,5.0,4.0,5.0
McKinsey-and-Company,good benefits package decent pay learning opportunities,huge gap salary between consultant and support service roles no real equality between consultant and nonconsultant roles a lot of middle management and hierarchy even though they say its not that way no worklife balance at all,Positive,4,1.0,3.0,3.0,4.0,3.0,3.0
IBM,work life balance is good,poor mid management they are concentrated on their chair,Negative,2,4.0,3.0,3.0,3.0,1.0,2.0
Vodafone,flexible working hours great team digital transformation,telecom sector is in decline and vodafone needs to look for new revenue sources,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
KPMG,pros of work life balance tons of pto that they encourage,business politics pay into roles a lot and things get cloudy,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Apple,good technology very visible company smart people that really want to make the best products they can,the company is too full of itself to be open to new ways of thinking if you dont fit into apples culture of secrecy and paranoia even for the next versions of products that have already been in the market for years you wont do well the company has grown too big to be able to innovate and is too proud to really listen to its customers although internally it insists that it does apple is very good at believing its own hype there are lots of corporate politics much more than ive seen elsewhere there is very little attention to worklife balance expect to have much more to do than you can finish in a week,Neutral,3,1.0,2.0,3.0,3.0,2.0,3.0
McDonald-s,great people to work with seasonal benefits flexible schedule,management can be tricky depending whos running your shift,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,always looking to hire new people good benefits if u are a full time employee and get to meet new people,to much drama managers want to be everyones friend instead of making people do there jobs which makes it harder on people that is trying to work and do the job right,Negative,1,3.0,1.0,3.0,1.0,3.0,1.0
J-P-Morgan,great company with many career opportunities,it can get a little overwhelming to navigate through the company without a great mentor,Positive,4,5.0,3.0,3.0,5.0,2.0,3.0
Salesforce,great place to work nice work environment,everything is great here and nice people,Positive,5,5.0,5.0,5.0,5.0,4.0,5.0
EY,some flexibility depending on the engagement training and workshops are decent some managers can be good to work with,some managerssenior managers are only interested in protecting their own interests and will look for scapegoats among their junior staff there are no upstream reviews so you cant review bad managers this doesnt help to solve inefficiencies at higher levels and can be very demoralizing projects are budgeted too optimistically and are organized badly to remain within budget junior staff are asked to claim fewer hours on their timesheets ive worked hours and have been asked to claim hours to make a project look more profitable than it actually was being required to travel at a moments notice in general i felt like i wasnt listened to by senior management i felt like my contributions werent acknowledged and because i wasnt outgoing and good at schmoozing with my managers it was easy to marginalize them despite talk of career development if you dont fit their cookie cutter image of a consultant you wont progresssucceed compensation is much lower than compensation at similar levelscompanies ive interviewed for jobs where the offer was of my salary at ey and i will be taking one of those offers next month,Negative,2,3.0,2.0,3.0,2.0,2.0,1.0
Microsoft,international multicultural investigative future thinking,large company bureaucracy heavy managerial structure,Positive,4,3.0,4.0,3.0,4.0,4.0,2.0
McDonald-s,cheap lunch overall very bad place to work,too much stress awful manager,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Barclays,the company gives you the opportunity to work with latest technologies,it is difficult to bring a radical change quickly but that would be the case with every bank because data privacy is important,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
ASOS,the people culture and discount,progression was slow and managers made it clear the level difference,Negative,2,3.0,3.0,3.0,3.0,3.0,3.0
PwC,people are great to work with,not that i can think of,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
KPMG,actual work is cool and learning is good good culture and working environment,expectations from the employee is a bit high actual work constitutes meager amount in ratings and stress from picking up miscellaneous work and permissions is more,Neutral,3,3.0,5.0,4.0,5.0,3.0,2.0
Deloitte,a good place to work and also learn,nothing to complain about,Positive,4,4.0,4.0,3.0,4.0,4.0,3.0
Morrisons,flexibility in hours good training given,covering multiple departments in busy shifts,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Oracle,people you work with are great,the compensation is not that great,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Virgin-Media,exciting place to work with ones role constantly changing and evolving enabling new skills and experiences to be developed,at the senior levels can be political requiring careful management between virgin media and liberty global stakeholders,Positive,5,2.0,2.0,4.0,4.0,4.0,4.0
Hilton,benefits culture people flexibility team member travel,systems and technology are behind and i dont feel that the system can keep up with the growth,Positive,5,4.0,4.0,3.0,4.0,4.0,3.0
NHS,excellent opportunities to develop your career path and had good management support good training available decent annual leave and other benefits,salary bands were on the low side a lot expected from individuals above and beyond job description lots going on and could be chaotic but kept it fairly organised and survived,Neutral,3,3.0,3.0,3.0,4.0,4.0,3.0
Deloitte,good consulting company not like other service based companies youll get to learn a lot about technology and consulting the work will mold you into better consultant improving your skills documentation attitude and speaking skills lots of good opportunities didnt find any kind of politics in performance management work gets acknowledged and appreciated,overwork overtime no work life balance less pay compared to that now they have removed firm initiatives but even then the work is so much that i feel like resigning sometimes and pay seems to be less compared to the work,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
EY,ernst young is one of the top accounting firms so its a good resume builder ive had a lot of friends who were able to move onto great jobs because of their experience at ey ey is also very big on training and spends a lot of time every year teaching its employees the concepts behind a lot of the work theyre also very supportive of testtaking like for the cpa,there is no worklife balance during busy season i am here nearly hrs or more a week you are expected to come in at least one day of the weekend if not both i also feel like the work gets monotonous after awhile half of the time im not using my brain there is also a very big sense of hierarchy here,Neutral,3,2.0,3.0,3.0,4.0,3.0,2.0
